Issue Number,Airtel Site ID,Alarm Start Time,DURATION,MTTR,Root Cause,Category,Sub-Cat 1,Sub-Cat 2,Sub-Cat 3,Underlying Cause,AIRTEL CLASS,key,incident date,Cat,S-Cat1,S-Cat2,S-Cat3
23388954,KD0085,2024-02-11 21:58:00,103.00000000046566,1.7166666666744277,DG Fault,,,,,Generator Power Alarm,Gold,23388954_2024-02-11 21:58:00,2024-02-11,Other Issues,Others,Others,Others
23390111,NI0043,2024-02-11 21:44:00,62.0,1.033333333,DG Fault,,,,,Faulty Charging Alternator,Gold,23390111_2024-02-11 21:44:00,2024-02-11,Generator,Electrical,Charging Alternator,Failure
23389687,NI0011,2024-02-11 21:37:00,50.000000005820766,0.8333333334303461,DC Power,,,,,Malfunctioning,Platinum,23389687_2024-02-11 21:37:00,2024-02-11,Other Issues,Others,Others,Others
23387963,KD0125,2024-02-11 21:32:00,24.999999997671694,0.4166666666278615,DG Fault,,,,,Generator Fault,Silver,23387963_2024-02-11 21:32:00,2024-02-11,Other Issues,Others,Others,Others
23387858,KG0037,2024-02-11 21:23:00,33.99999999557622,0.566666667,DG Fault,,,,,Faulty DG Contactor,Silver,23387858_2024-02-11 21:23:00,2024-02-11,Other Issues,Others,Others,Others
23388551,KB0449,2024-02-11 21:17:00,49.99999999534339,0.8333333332557231,DG Fault,,,,,DG Coolant low,Silver,23388551_2024-02-11 21:17:00,2024-02-11,Generator,Mechanical,Radiator,DG Coolant Low
23388666,NI0287,2024-02-11 20:55:00,48.99999999208376,0.8166666665347293,DG Fault,,,,,DG Coolant low,Silver,23388666_2024-02-11 20:55:00,2024-02-11,Generator,Mechanical,Radiator,DG Coolant Low
23387899,KN0378,2024-02-11 20:53:00,5.000000005820766,0.083333333,DG Fault,,,,,Battery Fault,Silver,23387899_2024-02-11 20:53:00,2024-02-11,Other Equipment,Battery,Starter Batteries,Starter Batteries
23387212,KD0069,2024-02-11 20:44:00,49.00000000256114,0.8166666667093523,DG Fault,,,,,Water Pump Fault,Silver,23387212_2024-02-11 20:44:00,2024-02-11,Other Issues,Others,Others,Others
23387152,KG0037,2024-02-11 20:17:00,56.00000000442378,0.933333333,DG Fault,,,,,Faulty DG Contactor,Silver,23387152_2024-02-11 20:17:00,2024-02-11,Other Issues,Others,Others,Others
23383464,KN0599,2024-02-11 18:02:00,57.00000000768341,0.9500000001280569,DG Fault,,,,,Oil pressure Switch Fault,Silver,23383464_2024-02-11 18:02:00,2024-02-11,Other Issues,Others,Others,Others
23380953,NI0316,2024-02-11 17:54:00,126.00000000209548,2.1000000000349246,DG Fault,,,,,DG Coolant low,Silver,23380953_2024-02-11 17:54:00,2024-02-11,Generator,Mechanical,Radiator,DG Coolant Low
23383319,KD0103,2024-02-11 17:01:00,76.99999999953434,1.2833333333255723,DG Fault,,,,,DG Coolant low,Platinum,23383319_2024-02-11 17:01:00,2024-02-11,Generator,Mechanical,Radiator,DG Coolant Low
23381191,KB0366,2024-02-11 16:41:00,104.99999999650754,1.7499999999417923,DG Fault,,,,,Generator Fault,Silver,23381191_2024-02-11 16:41:00,2024-02-11,Other Issues,Others,Others,Others
23383198,KD0164,2024-02-11 15:55:00,149.99999999650754,2.4999999999417923,DG Fault,,,,,DG Coolant low,Silver,23383198_2024-02-11 15:55:00,2024-02-11,Generator,Mechanical,Radiator,DG Coolant Low
23385032,KT0031,2024-02-11 15:23:00,4.999999995343387,0.083333333,DG Fault,,,,,Weak/Faulty LABs,Silver,23385032_2024-02-11 15:23:00,2024-02-11,Other Issues,Others,Others,Others
23382583,KD0110,2024-02-11 15:12:00,178.00000000395812,2.966666666732636,DG Fault,,,,,Faulty DG Starter Relay,Silver,23382583_2024-02-11 15:12:00,2024-02-11,Other Issues,Others,Others,Others
23377432,KG0482,2024-02-11 14:54:00,149.99999999650754,2.4999999999417923,DG Fault,,,,,Generator Failure,Silver,23377432_2024-02-11 14:54:00,2024-02-11,Other Issues,Others,Others,Others
23377341,KD0044,2024-02-11 14:27:00,58.00000000046566,0.9666666666744276,DG Fault,,,,,DG Coolant low,Silver,23377341_2024-02-11 14:27:00,2024-02-11,Generator,Mechanical,Radiator,DG Coolant Low
23377268,KD0403,2024-02-11 14:12:00,137.9999999993015,2.2999999999883585,DG Fault,,,,,Generator Fault,Silver,23377268_2024-02-11 14:12:00,2024-02-11,Other Issues,Others,Others,Others
23373648,KD0303,2024-02-11 12:28:00,78.00000000279397,1.300000000046566,DC Power,,,,,LIB Fault|Faulty LIBs,Silver,23373648_2024-02-11 12:28:00,2024-02-11,Other Equipment,Battery,Faulty LIBs,Others
23373599,KG0482,2024-02-11 12:23:00,95.0,1.5833333332557231,DG Fault,,,,,,Silver,23373599_2024-02-11 12:23:00,2024-02-11,Other Issues,Others,Others,Others
23369487,KG0482,2024-02-11 09:51:00,50.000000005820766,0.8333333334303461,DG Fault,,,,,Generator Failure,Silver,23369487_2024-02-11 09:51:00,2024-02-11,Other Issues,Others,Others,Others
23368785,KN0059,2024-02-11 09:21:00,56.00000000442378,0.933333333,DG Fault,,,,,Faulty Priming Pump,Silver,23368785_2024-02-11 09:21:00,2024-02-11,Generator,Mechanical,Engine,Hand Primer
23368722,KD0303,2024-02-11 09:14:00,39.00000000139698,0.6500000000232831,DC Power,,,,,LIB Fault|Faulty LIBs,Silver,23368722_2024-02-11 09:14:00,2024-02-11,Other Equipment,Battery,Faulty LIBs,Others
23364960,KG0482,2024-02-11 06:27:00,73.0,1.216666667,DG Fault,,,,,Generator Fault,Silver,23364960_2024-02-11 06:27:00,2024-02-11,Other Issues,Others,Others,Others
23363103,KD0866,2024-02-11 05:52:00,10.000000001164151,0.1666666666860692,DG Fault,,,,,DG Coolant low,Silver,23363103_2024-02-11 05:52:00,2024-02-11,Generator,Mechanical,Radiator,DG Coolant Low
23360883,KB0426,2024-02-11 03:35:00,56.99999999720603,0.95,DG Fault,,,,,DG Panel Alarms,Silver,23360883_2024-02-11 03:35:00,2024-02-11,Other Issues,Others,Others,Others
23357891,KD0085,2024-02-11 00:36:00,55.00000000116415,0.9166666666860692,DG Fault,,,,,Generator Failure,Gold,23357891_2024-02-11 00:36:00,2024-02-11,Other Issues,Others,Others,Others
23356904,KB0366,2024-02-11 00:00:00,342.0000000041909,5.700000000069849,DG Fault,,,,,,Silver,23356904_2024-02-11 00:00:00,2024-02-11,Other Issues,Others,Others,Others
23354537,KD0471,2024-02-11 00:00:00,46.00000000325963,0.7666666667209938,DG Fault,,,,,DG Oil,Silver,23354537_2024-02-11 00:00:00,2024-02-11,Other Issues,Others,Others,Others
23350692,KD0303,2024-02-11 00:00:00,436.9999999995344,7.283333333325572,DC Power,,,,,Malfunctioning Battery,Silver,23350692_2024-02-11 00:00:00,2024-02-11,Other Equipment,Battery,Starter Batteries,Starter Batteries
23434312,AB0031,2024-02-12 23:34:00,25.983333330368623,0.4330555555061437,DG Fault,,,,,Faulty Charging Alternator,Platinum,23434312_2024-02-12 23:34:00,2024-02-12,Generator,Electrical,Charging Alternator,Failure
23433427,ZM0370,2024-02-12 22:16:00,59.00000000372529,0.9833333333954216,DG Fault,,,,,Generator Fault,Silver,23433427_2024-02-12 22:16:00,2024-02-12,Other Issues,Others,Others,Others
23431189,KD0145,2024-02-12 21:08:00,50.999999998603016,0.8499999999767169,DG Fault,,,,,DG Oil,Silver,23431189_2024-02-12 21:08:00,2024-02-12,Other Issues,Others,Others,Others
23429834,KT0596,2024-02-12 20:33:00,29.00000000023283,0.4833333333372138,DG Fault,,,,,Faulty Battery,Silver,23429834_2024-02-12 20:33:00,2024-02-12,Other Equipment,Battery,Starter Batteries,Starter Batteries
23430584,KD0164,2024-02-12 20:24:00,20.000000002328303,0.3333333333721384,DG Fault,,,,,Generator Power Alarm,Silver,23430584_2024-02-12 20:24:00,2024-02-12,Other Issues,Others,Others,Others
23430489,KD0069,2024-02-12 20:17:00,18.000000006286427,0.3000000001047738,DG Fault,,,,,Faulty Charging Alternator,Silver,23430489_2024-02-12 20:17:00,2024-02-12,Generator,Electrical,Charging Alternator,Failure
23427579,KD0079,2024-02-12 19:23:00,72.00000000419095,1.2000000000698492,DC Power,,,,,LIB Fault|Faulty LIBs,Platinum,23427579_2024-02-12 19:23:00,2024-02-12,Other Equipment,Battery,Faulty LIBs,Others
23425856,SK0208,2024-02-12 18:18:00,28.00000000745058,0.466666667,DG Fault,,,,,DG Hard Start,Silver,23425856_2024-02-12 18:18:00,2024-02-12,Generator,Electrical,Battery,Hard Start
23425935,KN0894,2024-02-12 17:23:00,124.99999999883585,2.083333333313931,DG Fault,,,,,Radiator Leakages,Silver,23425935_2024-02-12 17:23:00,2024-02-12,Generator,Mechanical,Radiator,Radiator Leakages
23421799,AB0017,2024-02-12 16:20:00,30.00000000349246,0.5000000000582077,DC Power,,,,,AC Breaker Fault|Tripped Rectifier Circuit Breaker,Platinum,23421799_2024-02-12 16:20:00,2024-02-12,Generator,Electrical,Breaker,Tripped Circuit Breaker
23422039,KD0319,2024-02-12 15:48:00,91.00000000325964,1.5166666667209938,DC Power,,,,,LIB Fault|Damaged LIBs,Silver,23422039_2024-02-12 15:48:00,2024-02-12,Other Issues,Others,Others,Others
23415969,AB0022,2024-02-12 13:57:00,112.99999999115244,1.883333333185874,DC Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Platinum,23415969_2024-02-12 13:57:00,2024-02-12,Generator,Electrical,Breaker,Tripped Circuit Breaker
23412810,AB0064,2024-02-12 13:40:00,200.99999999511056,3.3499999999185093,DC Power,,,,,DC Cable Fault|Burnt DC Cable,Silver,23412810_2024-02-12 13:40:00,2024-02-12,Other Equipment,Electrical,Wiring,Cable
23416546,KD0091,2024-02-12 13:36:00,8.999999997904524,0.1499999999650754,DG Fault,,,,,High Temperature,Platinum,23416546_2024-02-12 13:36:00,2024-02-12,Other Issues,Others,Others,Others
23411558,KD0111,2024-02-12 12:32:00,91.00000000325964,1.5166666667209938,DC Power,,,,,DC Breaker Fault|Overloaded DC Breaker,Silver,23411558_2024-02-12 12:32:00,2024-02-12,Generator,Electrical,Breaker,Tripped Circuit Breaker
23411021,KD1058,2024-02-12 12:00:00,114.00000000488944,1.9000000000814907,DG Fault,,,,,DG Coolant low,Silver,23411021_2024-02-12 12:00:00,2024-02-12,Generator,Mechanical,Radiator,DG Coolant Low
23402000,KD0981,2024-02-12 07:40:00,70.0,1.1666666666278616,DG Fault,,,,,DG Oil,Silver,23402000_2024-02-12 07:40:00,2024-02-12,Other Issues,Others,Others,Others
23397834,KN0853,2024-02-12 06:03:00,95.99999999860302,1.599999999976717,DC Power,,,,,AC Breaker Fault|Low Capacity Circuit Breaker,Silver,23397834_2024-02-12 06:03:00,2024-02-12,Generator,Electrical,Breaker,Tripped Circuit Breaker
23398347,KD1035,2024-02-12 05:51:00,42.99999999348074,0.7166666665580124,DG Fault,,,,,Faulty Charging Alternator,Silver,23398347_2024-02-12 05:51:00,2024-02-12,Generator,Electrical,Charging Alternator,Failure
23392489,KN0211,2024-02-12 01:18:00,33.99999999557622,0.566666667,DG Fault,,,,,DG Hard Start,Silver,23392489_2024-02-12 01:18:00,2024-02-12,Generator,Electrical,Battery,Hard Start
23392798,KD1056,2024-02-12 00:58:00,20.99999999511056,0.3499999999185093,DG Fault,,,,,Generator Power Alarm,Silver,23392798_2024-02-12 00:58:00,2024-02-12,Other Issues,Others,Others,Others
23390883,JG0438,2024-02-12 00:00:00,15.99999999976717,0.2666666666627861,DG Fault,,,,,Generator Fault,Silver,23390883_2024-02-12 00:00:00,2024-02-12,Other Issues,Others,Others,Others
23473648,KN0226,2024-02-13 23:38:00,20.99999999511056,0.3499999999185093,DG Fault,,,,,Radiator Leakages,Silver,23473648_2024-02-13 23:38:00,2024-02-13,Generator,Mechanical,Radiator,Radiator Leakages
23472136,NI0067,2024-02-13 22:29:00,90.0,1.5,DG Fault,,,,,Weak DG and it was primed to start,Silver,23472136_2024-02-13 22:29:00,2024-02-13,Generator,Mechanical,Engine,Hand Primer
23472738,KN1985,2024-02-13 21:32:00,146.99999999720603,2.449999999953434,DC Power,,,,,Malfunctioning,Silver,23472738_2024-02-13 21:32:00,2024-02-13,Other Issues,Others,Others,Others
23471627,KD0664,2024-02-13 21:32:00,11.999999997206032,0.1999999999534338,ATS Fault,,,,,Contactor Fault,Silver,23471627_2024-02-13 21:32:00,2024-02-13,Other Issues,Others,Others,Others
23471490,JG0284,2024-02-13 21:28:00,127.0000000053551,2.1166666667559184,DG Fault,,,,,Fuel System Fault,Silver,23471490_2024-02-13 21:28:00,2024-02-13,Generator,Mechanical,Fuel,Others
23472754,KD0403,2024-02-13 21:20:00,49.99999999534339,0.8333333332557231,DG Fault,,,,,Engine Failure,Silver,23472754_2024-02-13 21:20:00,2024-02-13,Other Issues,Others,Others,Others
23467726,AB0008,2024-02-13 18:06:00,18.000000006286427,0.3000000001047738,DG Fault,,,,,DG Hard Start,Platinum,23467726_2024-02-13 18:06:00,2024-02-13,Generator,Electrical,Battery,Hard Start
23465574,KD0403,2024-02-13 18:00:00,46.00000000325963,0.7666666667209938,DG Fault,,,,,Radiator Leakages,Silver,23465574_2024-02-13 18:00:00,2024-02-13,Generator,Mechanical,Radiator,Radiator Leakages
23463324,KD0318,2024-02-13 17:31:00,47.99999999930151,0.7999999999883585,DC Power,,,,,LIB Fault|Faulty LIBs,Silver,23463324_2024-02-13 17:31:00,2024-02-13,Other Equipment,Battery,Faulty LIBs,Others
23465155,AB0064,2024-02-13 16:24:00,23.00000000162981,0.3833333333604969,DC Power,,,,,DC Breaker Fault|Tripped Customer DC Breaker,Silver,23465155_2024-02-13 16:24:00,2024-02-13,Generator,Electrical,Breaker,Tripped Circuit Breaker
23462344,KD0403,2024-02-13 16:23:00,31.00000000675209,0.5166666667792015,Planned Work,,,,,LIB Fault|Faulty LIBs,Silver,23462344_2024-02-13 16:23:00,2024-02-13,Other Equipment,Battery,Faulty LIBs,Others
23467536,AB0027,2024-02-13 16:14:00,62.0,1.033333333,DC Power,,,,,DCDB Fault,Silver,23467536_2024-02-13 16:14:00,2024-02-13,Other Issues,Others,Others,Others
23460874,KN1113,2024-02-13 15:35:00,239.9999999965076,3.999999999941792,DC Power,,,,,LIB Fault|Faulty LIBs,Silver,23460874_2024-02-13 15:35:00,2024-02-13,Other Equipment,Battery,Faulty LIBs,Others
23460927,KN0894,2024-02-13 15:27:00,47.99999999930151,0.7999999999883585,DG Fault,,,,,Radiator Leakages,Silver,23460927_2024-02-13 15:27:00,2024-02-13,Generator,Mechanical,Radiator,Radiator Leakages
23459570,AB0064,2024-02-13 14:49:00,23.00000000162981,0.3833333333604969,DC Power,,,,,DC Breaker Fault|Tripped Customer DC Breaker,Silver,23459570_2024-02-13 14:49:00,2024-02-13,Generator,Electrical,Breaker,Tripped Circuit Breaker
23459057,SK0007,2024-02-13 14:28:00,11.000000004423782,0.183333333,DC Power,,,,,DC Breaker Fault|Tripped Customer DC Breaker,Platinum,23459057_2024-02-13 14:28:00,2024-02-13,Generator,Electrical,Breaker,Tripped Circuit Breaker
23458850,ZM0040,2024-02-13 13:49:00,49.00000000256114,0.8166666667093523,Theft,,,,,DC Cable Theft,Gold,23458850_2024-02-13 13:49:00,2024-02-13,Other Equipment,Electrical,Wiring,Cable
23458188,SK0007,2024-02-13 13:28:00,17.99999999580905,0.2999999999301508,DC Power,,,,,Malfunctioning,Platinum,23458188_2024-02-13 13:28:00,2024-02-13,Other Issues,Others,Others,Others
23456241,AB0064,2024-02-13 12:46:00,48.99999999208376,0.8166666665347293,DC Power,,,,,DC Breaker Fault|Tripped Customer DC Breaker,Silver,23456241_2024-02-13 12:46:00,2024-02-13,Generator,Electrical,Breaker,Tripped Circuit Breaker
23457800,KD0594,2024-02-13 12:12:00,14.00000000372529,0.2333333333954215,DG Fault,,,,,Generator Fault,Silver,23457800_2024-02-13 12:12:00,2024-02-13,Other Issues,Others,Others,Others
23444841,KD1105,2024-02-13 07:29:00,25.00000000814908,0.4166666668024845,DG Fault,,,,,DG Starter Battery Fault,Silver,23444841_2024-02-13 07:29:00,2024-02-13,Other Equipment,Battery,Starter Batteries,Starter Batteries
23442384,KD0866,2024-02-13 06:09:00,92.99999999930152,1.5499999999883585,DG Fault,,,,,DG Coolant low,Silver,23442384_2024-02-13 06:09:00,2024-02-13,Generator,Mechanical,Radiator,DG Coolant Low
23439313,NI0512,2024-02-13 04:20:00,46.99999999604188,0.7833333332673647,DG Fault,,,,,Generator Failure,Silver,23439313_2024-02-13 04:20:00,2024-02-13,Other Issues,Others,Others,Others
23436432,KB0349,2024-02-13 01:20:00,75.99999999627471,1.2666666666045785,Fuel Outage,,,,,Low Fuel,Silver,23436432_2024-02-13 01:20:00,2024-02-13,Generator,Mechanical,Fuel,Low Diesel
23436121,KD0981,2024-02-13 00:55:00,73.0,1.216666667,ATS Fault,,,,,Faulty DG Contactor,Silver,23436121_2024-02-13 00:55:00,2024-02-13,Other Issues,Others,Others,Others
23434312,AB0031,2024-02-13 00:00:00,2.999999999301508,0.05,DG Fault,,,,,Faulty Charging Alternator,Platinum,23434312_2024-02-13 00:00:00,2024-02-13,Generator,Electrical,Charging Alternator,Failure
23511455,KD0021,2024-02-14 21:11:00,13.999999993247911,0.2333333332207985,DG Fault,,,,,DG Hard Start,Gold,23511455_2024-02-14 21:11:00,2024-02-14,Generator,Electrical,Battery,Hard Start
23511559,KD0403,2024-02-14 21:11:00,18.99999999906868,0.3166666666511446,DG Fault,,,,,Generator Failure,Silver,23511559_2024-02-14 21:11:00,2024-02-14,Other Issues,Others,Others,Others
23511307,KD0423,2024-02-14 21:00:00,30.00000000349246,0.5000000000582077,DC Power,,,,,DC Cable Fault|Damaged DC Cable,Silver,23511307_2024-02-14 21:00:00,2024-02-14,Other Equipment,Electrical,Wiring,Cable
23511102,KD0403,2024-02-14 20:03:00,31.99999999953434,0.5333333333255723,DG Fault,,,,,Generator Fault,Silver,23511102_2024-02-14 20:03:00,2024-02-14,Other Issues,Others,Others,Others
23508953,KN0745,2024-02-14 19:32:00,121.00000000675207,2.016666666779201,DG Fault,,,,,Radiator Leakages,Silver,23508953_2024-02-14 19:32:00,2024-02-14,Generator,Mechanical,Radiator,Radiator Leakages
23507490,KD0423,2024-02-14 19:23:00,27.00000000419095,0.4500000000698492,DC Power,,,,,DC Cable Fault|Damaged DC Cable,Silver,23507490_2024-02-14 19:23:00,2024-02-14,Other Equipment,Electrical,Wiring,Cable
23506685,SK0377,2024-02-14 18:17:00,13.00000000046566,0.2166666666744277,DG Fault,,,,,High Temperature,Silver,23506685_2024-02-14 18:17:00,2024-02-14,Other Issues,Others,Others,Others
23488453,KD0471,2024-02-14 09:47:00,92.00000000651926,1.5333333334419876,DG Fault,,,,,DG Oil,Silver,23488453_2024-02-14 09:47:00,2024-02-14,Other Issues,Others,Others,Others
23486890,AB1485,2024-02-14 09:29:00,43.00000000395812,0.7166666667326353,DG Fault,,,,,High Temperature,Silver,23486890_2024-02-14 09:29:00,2024-02-14,Other Issues,Others,Others,Others
23486999,KD0403,2024-02-14 08:41:00,203.9999999944121,3.399999999906868,DG Fault,,,,,Cylinder Head Gasket Fault,Silver,23486999_2024-02-14 08:41:00,2024-02-14,Generator,Mechanical,Engine,Cylinder Head Gasket Fault
23482677,ZM0041,2024-02-14 07:17:00,18.99999999906868,0.3166666666511446,DG Fault,,,,,Water Pump Fault,Silver,23482677_2024-02-14 07:17:00,2024-02-14,Other Issues,Others,Others,Others
23482396,KD0979,2024-02-14 06:53:00,192.99999998998828,3.2166666664998047,DG Fault,,,,,DG Coolant low,Silver,23482396_2024-02-14 06:53:00,2024-02-14,Generator,Mechanical,Radiator,DG Coolant Low
23477796,KD0108,2024-02-14 03:23:00,544.9999999953434,9.083333333255723,DG Fault,,,,,Faulty Priming Pump,Gold,23477796_2024-02-14 03:23:00,2024-02-14,Generator,Mechanical,Engine,Hand Primer
23477733,SK0370,2024-02-14 03:23:00,76.99999999953434,1.2833333333255723,DC Power,,,,,DC Breaker Fault|Overloaded DC Breaker,Silver,23477733_2024-02-14 03:23:00,2024-02-14,Generator,Electrical,Breaker,Tripped Circuit Breaker
23478199,KD0664,2024-02-14 02:55:00,66.99999999837019,1.116666666639503,Fuel Outage,,,,,Low Fuel,Silver,23478199_2024-02-14 02:55:00,2024-02-14,Generator,Mechanical,Fuel,Low Diesel
23477694,KD0318,2024-02-14 02:30:00,398.00000000861473,6.633333333476912,DC Power,,,,,LIB Fault|Faulty LIBs,Silver,23477694_2024-02-14 02:30:00,2024-02-14,Other Equipment,Battery,Faulty LIBs,Others
23477662,KD0423,2024-02-14 02:04:00,199.00000000954608,3.316666666825768,Others,,,,,Human inteferance,Silver,23477662_2024-02-14 02:04:00,2024-02-14,Other Issues,Others,Others,Others
23476001,KN0732,2024-02-14 01:46:00,39.00000000139698,0.6500000000232831,DG Fault,,,,,Radiator Leakages,Silver,23476001_2024-02-14 01:46:00,2024-02-14,Generator,Mechanical,Radiator,Radiator Leakages
23475164,NI0076,2024-02-14 01:18:00,309.0,5.150000000023283,DC Power,,,,,Malfunctioning,Gold,23475164_2024-02-14 01:18:00,2024-02-14,Other Issues,Others,Others,Others
23474829,KD0403,2024-02-14 00:28:00,126.00000000209548,2.1000000000349246,DG Fault,,,,,Engine Failure,Silver,23474829_2024-02-14 00:28:00,2024-02-14,Other Issues,Others,Others,Others
23473648,KN0226,2024-02-14 00:00:00,40.99999999743886,0.6833333332906477,DG Fault,,,,,Radiator Leakages,Silver,23473648_2024-02-14 00:00:00,2024-02-14,Generator,Mechanical,Radiator,Radiator Leakages
23472136,NI0067,2024-02-14 00:00:00,384.9999999976717,6.416666666627862,DG Fault,,,,,Engine Failure,Silver,23472136_2024-02-14 00:00:00,2024-02-14,Other Issues,Others,Others,Others
23472738,KN1985,2024-02-14 00:00:00,8.999999997904524,0.1499999999650754,DC Power,,,,,Malfunctioning,Silver,23472738_2024-02-14 00:00:00,2024-02-14,Other Issues,Others,Others,Others
23551262,KG0015,2024-02-15 23:44:00,15.98333332920447,0.2663888888200745,DC Power,,,,,DC Cable Fault|Burnt DC Cable,Silver,23551262_2024-02-15 23:44:00,2024-02-15,Other Equipment,Electrical,Wiring,Cable
23549762,KD0403,2024-02-15 22:52:00,18.99999999906868,0.3166666666511446,DG Fault,,,,,Engine Failure,Silver,23549762_2024-02-15 22:52:00,2024-02-15,Other Issues,Others,Others,Others
23549825,KN0745,2024-02-15 22:45:00,11.000000004423782,0.183333333,DG Fault,,,,,Fuel System Fault,Silver,23549825_2024-02-15 22:45:00,2024-02-15,Generator,Mechanical,Fuel,Others
23549136,KB0007,2024-02-15 22:23:00,42.00000000069849,0.7000000000116415,DC Power,,,,,DC Cable Fault|Burnt DC Cable,Silver,23549136_2024-02-15 22:23:00,2024-02-15,Other Equipment,Electrical,Wiring,Cable
23548397,KD0568,2024-02-15 21:34:00,72.00000000419095,1.2000000000698492,DG Fault,,,,,DG Coolant low,Silver,23548397_2024-02-15 21:34:00,2024-02-15,Generator,Mechanical,Radiator,DG Coolant Low
23546868,KD0044,2024-02-15 20:30:00,36.00000000209548,0.6000000000349246,DC Power,,,,,Malfunctioning,Silver,23546868_2024-02-15 20:30:00,2024-02-15,Other Issues,Others,Others,Others
23546756,KD0846,2024-02-15 19:58:00,81.00000000209548,1.3500000000349246,DG Fault,,,,,Radiator Leakages,Silver,23546756_2024-02-15 19:58:00,2024-02-15,Generator,Mechanical,Radiator,Radiator Leakages
23543345,KN0224,2024-02-15 18:29:00,169.99999999883585,2.833333333313931,DG Fault,,,,,Generator Failure,Silver,23543345_2024-02-15 18:29:00,2024-02-15,Other Issues,Others,Others,Others
23541492,KD0875,2024-02-15 17:14:00,191.00000000442373,3.183333333407063,DG Fault,,,,,DG Electric Fuel Pump,Silver,23541492_2024-02-15 17:14:00,2024-02-15,Generator,Mechanical,Fuel,Others
23541267,KN0094,2024-02-15 16:59:00,39.00000000139698,0.6500000000232831,DG Fault,,,,,Generator Failure,Gold,23541267_2024-02-15 16:59:00,2024-02-15,Other Issues,Others,Others,Others
23540946,KD0318,2024-02-15 16:25:00,51.99999999138527,0.8666666665230878,DC Power,,,,,Generator Failure,Silver,23540946_2024-02-15 16:25:00,2024-02-15,Other Issues,Others,Others,Others
23539639,JG0475,2024-02-15 16:10:00,62.0,1.033333333,DG Fault,,,,,AC Breaker Fault|Tripped DG Circuit Breaker,Silver,23539639_2024-02-15 16:10:00,2024-02-15,Generator,Electrical,Breaker,Tripped Circuit Breaker
23541030,KD0446,2024-02-15 15:47:00,49.00000000256114,0.8166666667093523,DC Power,,,,,LIB Fault|Faulty LIBs,Silver,23541030_2024-02-15 15:47:00,2024-02-15,Other Equipment,Battery,Faulty LIBs,Others
23537022,KN0745,2024-02-15 15:03:00,364.00000000256114,6.066666666709352,DG Fault,,,,,Engine Failure,Silver,23537022_2024-02-15 15:03:00,2024-02-15,Other Issues,Others,Others,Others
23529927,KD0403,2024-02-15 11:17:00,40.00000000465661,0.6666666667442769,DG Fault,,,,,Generator Fault,Silver,23529927_2024-02-15 11:17:00,2024-02-15,Other Issues,Others,Others,Others
